%eval_id interface pd             po             fa             Qp             Tp             Bw             Bd             Tc             Wbc            Wac            Dbc            Dac            
1186     bat        0.0001083333333 0.33           0.6341666667   2.35531        0.08049        5.9165         15.56          0.03882        0.4841         0.6556         0.4841         15.56          
1187     bat        0.0001125      0.33           0.6341666667   2.35582        0.08049        5.9167         15.56          0.03882        0.4862         0.6559         0.4862         15.56          
1188     bat        0.0001166666667 0.33           0.6341666667   2.35758        0.08049        5.9175         15.56          0.03882        0.4882         0.6541         0.4882         15.56          
1189     bat        0.0001208333333 0.33           0.6341666667   2.35835        0.0791         5.9177         15.56          0.03882        0.4901         0.6542         0.4901         15.56          
1190     bat        0.000125       0.33           0.6341666667   2.35913        0.0791         5.918          15.56          0.03882        0.4921         0.6542         0.4921         15.56          
1191     bat        0.0001291666667 0.33           0.6341666667   2.3599         0.0791         5.9182         15.56          0.03882        0.4939         0.6542         0.4939         15.56          
1192     bat        0.0001333333333 0.33           0.6341666667   2.36065        0.0791         5.9185         15.56          0.03882        0.4958         0.6541         0.4958         15.56          
1193     bat        0.0001375      0.33           0.6341666667   2.36138        0.0791         5.9187         15.56          0.03882        0.4976         0.654          0.4976         15.56          
1194     bat        0.0001416666667 0.33           0.6341666667   2.36075        0.0791         5.9185         15.56          0.03882        0.4993         0.6558         0.4993         15.56          
1195     bat        0.0001458333333 0.33           0.6341666667   2.36148        0.0791         5.9188         15.56          0.03743        0.4814         0.5866         0.4814         15.56          
1196     bat        0.00015        0.33           0.6341666667   2.3622         0.0791         5.9191         15.56          0.03743        0.4831         0.6553         0.4831         15.56          
1197     bat        0.0001         0.34           0.6341666667   2.35182        0.08049        5.9032         15.56          0.04021        0.4985         0.6452         0.4985         15.56          
1198     bat        0.0001041666667 0.34           0.6341666667   2.3524         0.08049        5.9034         15.56          0.04021        0.5007         0.6456         0.5007         15.56          
1199     bat        0.0001083333333 0.34           0.6341666667   2.35298        0.08049        5.9036         15.56          0.04021        0.5029         0.646          0.5029         15.56          
1200     bat        0.0001125      0.34           0.6341666667   2.35355        0.08049        5.9038         15.56          0.03882        0.4862         0.5792         0.4862         15.56          
1201     bat        0.0001166666667 0.34           0.6341666667   2.35411        0.08049        5.904          15.56          0.03882        0.4882         0.6464         0.4882         15.56          
1202     bat        0.0001208333333 0.34           0.6341666667   2.35597        0.08049        5.9048         15.56          0.03882        0.4901         0.6446         0.4901         15.56          
1203     bat        0.000125       0.34           0.6341666667   2.35653        0.0791         5.905          15.56          0.03882        0.4921         0.6447         0.4921         15.56          
1204     bat        0.0001291666667 0.34           0.6341666667   2.35737        0.0791         5.9053         15.56          0.03882        0.4939         0.6446         0.4939         15.56          
1205     bat        0.0001333333333 0.34           0.6341666667   2.35818        0.0791         5.9055         15.56          0.03882        0.4958         0.6446         0.4958         15.56          
1206     bat        0.0001375      0.34           0.6341666667   2.35898        0.0791         5.9058         15.56          0.03882        0.4976         0.6445         0.4976         15.56          
1207     bat        0.0001416666667 0.34           0.6341666667   2.35833        0.0791         5.9056         15.56          0.03882        0.4993         0.6463         0.4993         15.56          
1208     bat        0.0001458333333 0.34           0.6341666667   2.35913        0.0791         5.9059         15.56          0.03882        0.5011         0.6461         0.5011         15.56          
1209     bat        0.00015        0.34           0.6341666667   2.35992        0.0791         5.9061         15.56          0.03882        0.5028         0.6458         0.5028         15.56          
1210     bat        0.0001         0.35           0.6341666667   2.34924        0.08049        5.8901         15.56          0.04021        0.4985         0.6353         0.4985         15.56          
1211     bat        0.0001041666667 0.35           0.6341666667   2.34988        0.08049        5.8903         15.56          0.04021        0.5007         0.6357         0.5007         15.56          
1212     bat        0.0001083333333 0.35           0.6341666667   2.35053        0.08049        5.8905         15.56          0.04021        0.5029         0.6361         0.5029         15.56          
1213     bat        0.0001125      0.35           0.6341666667   2.35116        0.08049        5.8907         15.56          0.04021        0.505          0.6364         0.505          15.56          
1214     bat        0.0001166666667 0.35           0.6341666667   2.35179        0.08049        5.891          15.56          0.04021        0.5071         0.6366         0.5071         15.56          
1215     bat        0.0001208333333 0.35           0.6341666667   2.3524         0.08049        5.8912         15.56          0.03882        0.4901         0.5717         0.4901         15.56          
1216     bat        0.000125       0.35           0.6341666667   2.35301        0.08049        5.8915         15.56          0.03882        0.4921         0.6368         0.4921         15.56          
1217     bat        0.0001291666667 0.35           0.6341666667   2.35361        0.08049        5.8917         15.56          0.03882        0.4939         0.6369         0.4939         15.56          
1218     bat        0.0001333333333 0.35           0.6341666667   2.35419        0.08049        5.892          15.56          0.03882        0.4958         0.6368         0.4958         15.56          
1219     bat        0.0001375      0.35           0.6341666667   2.35491        0.0791         5.8922         15.56          0.03882        0.4976         0.6367         0.4976         15.56          
1220     bat        0.0001416666667 0.35           0.6341666667   2.3558         0.0791         5.8925         15.56          0.03882        0.4993         0.6366         0.4993         15.56          
1221     bat        0.0001458333333 0.35           0.6341666667   2.35666        0.0791         5.8928         15.56          0.03882        0.5011         0.6364         0.5011         15.56          
1222     bat        0.00015        0.35           0.6341666667   2.35751        0.0791         5.8931         15.56          0.03882        0.5028         0.6362         0.5028         15.56          
1223     bat        0.0001         0.36           0.6341666667   2.34548        0.08187        5.8764         15.56          0.04021        0.4985         0.6271         0.4985         15.56          
1224     bat        0.0001041666667 0.36           0.6341666667   2.34724        0.08049        5.8771         15.56          0.04021        0.5007         0.6256         0.5007         15.56          
1225     bat        0.0001083333333 0.36           0.6341666667   2.34795        0.08049        5.8774         15.56          0.04021        0.5029         0.626          0.5029         15.56          
1226     bat        0.0001125      0.36           0.6341666667   2.34864        0.08049        5.8776         15.56          0.04021        0.505          0.6263         0.505          15.56          
1227     bat        0.0001166666667 0.36           0.6341666667   2.34933        0.08049        5.8778         15.56          0.04021        0.5071         0.6265         0.5071         15.56          
1228     bat        0.0001208333333 0.36           0.6341666667   2.35001        0.08049        5.878          15.56          0.04021        0.5092         0.6267         0.5092         15.56          
1229     bat        0.000125       0.36           0.6341666667   2.35069        0.08049        5.8783         15.56          0.04021        0.5112         0.6268         0.5112         15.56          
1230     bat        0.0001291666667 0.36           0.6341666667   2.35135        0.08049        5.8785         15.56          0.03882        0.4939         0.5637         0.4939         15.56          
1231     bat        0.0001333333333 0.36           0.6341666667   2.35199        0.08049        5.8788         15.56          0.03882        0.4958         0.6269         0.4958         15.56          
1232     bat        0.0001375      0.36           0.6341666667   2.35263        0.08049        5.8791         15.56          0.03882        0.4976         0.6268         0.4976         15.56          
1233     bat        0.0001416666667 0.36           0.6341666667   2.35325        0.08049        5.8794         15.56          0.03882        0.4993         0.6267         0.4993         15.56          
1234     bat        0.0001458333333 0.36           0.6341666667   2.35407        0.0791         5.8796         15.56          0.03882        0.5011         0.6265         0.5011         15.56          
1235     bat        0.00015        0.36           0.6341666667   2.35499        0.0791         5.8799         15.56          0.03882        0.5028         0.6263         0.5028         15.56          
1236     bat        0.0001         0.37           0.6341666667   2.34318        0.08187        5.8631         15.56          0.04021        0.4985         0.5554         0.4985         15.56          
1237     bat        0.0001041666667 0.37           0.6341666667   2.34364        0.08187        5.8633         15.56          0.04021        0.5007         0.6172         0.5007         15.56          
1238     bat        0.0001083333333 0.37           0.6341666667   2.34547        0.08187        5.8641         15.56          0.04021        0.5029         0.6157         0.5029         15.56          
1239     bat        0.0001125      0.37           0.6341666667   2.34601        0.08049        5.8643         15.56          0.04021        0.505          0.616          0.505          15.56          
1240     bat        0.0001166666667 0.37           0.6341666667   2.34677        0.08049        5.8645         15.56          0.04021        0.5071         0.6163         0.5071         15.56          
1241     bat        0.0001208333333 0.37           0.6341666667   2.34751        0.08049        5.8648         15.56          0.04021        0.5092         0.6165         0.5092         15.56          
1242     bat        0.000125       0.37           0.6341666667   2.34825        0.08049        5.865          15.56          0.04021        0.5112         0.6166         0.5112         15.56          
1243     bat        0.0001291666667 0.37           0.6341666667   2.34897        0.08049        5.8653         15.56          0.04021        0.5132         0.6167         0.5132         15.56          
1244     bat        0.0001333333333 0.37           0.6341666667   2.34969        0.08049        5.8655         15.56          0.04021        0.5151         0.6167         0.5151         15.56          
1245     bat        0.0001375      0.37           0.6341666667   2.35039        0.08049        5.8658         15.56          0.03882        0.4976         0.5552         0.4976         15.56          
1246     bat        0.0001416666667 0.37           0.6341666667   2.35107        0.08049        5.8661         15.56          0.03882        0.4993         0.6165         0.4993         15.56          
1247     bat        0.0001458333333 0.37           0.6341666667   2.35174        0.08049        5.8664         15.56          0.03882        0.5011         0.6164         0.5011         15.56          
1248     bat        0.00015        0.37           0.6341666667   2.3524         0.08049        5.8667         15.56          0.03882        0.5028         0.6162         0.5028         15.56          
1249     bat        0.0001         0.38           0.6341666667   2.34077        0.08187        5.8497         15.56          0.0416         0.517          0.6062         0.517          15.56          
1250     bat        0.0001041666667 0.38           0.6341666667   2.34129        0.08187        5.8499         15.56          0.0416         0.5193         0.6067         0.5193         15.56          
1251     bat        0.0001083333333 0.38           0.6341666667   2.34181        0.08187        5.8501         15.56          0.04021        0.5029         0.548          0.5029         15.56          
1252     bat        0.0001125      0.38           0.6341666667   2.34374        0.08187        5.8509         15.56          0.04021        0.505          0.6055         0.505          15.56          
1253     bat        0.0001166666667 0.38           0.6341666667   2.34422        0.08187        5.8511         15.56          0.04021        0.5071         0.6058         0.5071         15.56          
1254     bat        0.0001208333333 0.38           0.6341666667   2.34489        0.08049        5.8514         15.56          0.04021        0.5092         0.606          0.5092         15.56          
1255     bat        0.000125       0.38           0.6341666667   2.34569        0.08049        5.8516         15.56          0.04021        0.5112         0.6062         0.5112         15.56          
1256     bat        0.0001291666667 0.38           0.6341666667   2.34648        0.08049        5.8519         15.56          0.04021        0.5132         0.6062         0.5132         15.56          
1257     bat        0.0001333333333 0.38           0.6341666667   2.34726        0.08049        5.8521         15.56          0.04021        0.5151         0.6063         0.5151         15.56          
1258     bat        0.0001375      0.38           0.6341666667   2.34802        0.08049        5.8524         15.56          0.04021        0.517          0.6062         0.517          15.56          
1259     bat        0.0001416666667 0.38           0.6341666667   2.34877        0.08049        5.8527         15.56          0.04021        0.5188         0.6062         0.5188         15.56          
1260     bat        0.0001458333333 0.38           0.6341666667   2.34951        0.08049        5.853          15.56          0.03882        0.5011         0.5464         0.5011         15.56          
1261     bat        0.00015        0.38           0.6341666667   2.35023        0.08049        5.8533         15.56          0.03882        0.5028         0.6058         0.5028         15.56          
1262     bat        0.0001         0.39           0.6341666667   2.33662        0.08187        5.8356         15.56          0.0416         0.517          0.5972         0.517          15.56          
1263     bat        0.0001041666667 0.39           0.6341666667   2.33882        0.08187        5.8364         15.56          0.0416         0.5193         0.5959         0.5193         15.56          
1264     bat        0.0001083333333 0.39           0.6341666667   2.3394         0.08187        5.8366         15.56          0.0416         0.5216         0.5963         0.5216         15.56          
1265     bat        0.0001125      0.39           0.6341666667   2.33998        0.08187        5.8368         15.56          0.0416         0.5238         0.5967         0.5238         15.56          
1266     bat        0.0001166666667 0.39           0.6341666667   2.34055        0.08187        5.8371         15.56          0.04021        0.5071         0.54           0.5071         15.56          
1267     bat        0.0001208333333 0.39           0.6341666667   2.34255        0.08187        5.8379         15.56          0.04021        0.5092         0.5953         0.5092         15.56          
1268     bat        0.000125       0.39           0.6341666667   2.34308        0.08187        5.8381         15.56          0.04021        0.5112         0.5955         0.5112         15.56          
1269     bat        0.0001291666667 0.39           0.6341666667   2.34387        0.08049        5.8384         15.56          0.04021        0.5132         0.5956         0.5132         15.56          
1270     bat        0.0001333333333 0.39           0.6341666667   2.34471        0.08049        5.8386         15.56          0.04021        0.5151         0.5956         0.5151         15.56          
1271     bat        0.0001375      0.39           0.6341666667   2.34554        0.08049        5.8389         15.56          0.04021        0.517          0.5956         0.517          15.56          
1272     bat        0.0001416666667 0.39           0.6341666667   2.34636        0.08049        5.8392         15.56          0.04021        0.5188         0.5956         0.5188         15.56          
1273     bat        0.0001458333333 0.39           0.6341666667   2.34716        0.08049        5.8395         15.56          0.04021        0.5206         0.5954         0.5206         15.56          
1274     bat        0.00015        0.39           0.6341666667   2.34794        0.08049        5.8398         15.56          0.04021        0.5224         0.5953         0.5224         15.56          
1275     bat        0.0001         0.4            0.6341666667   2.33402        0.08326        5.822          15.56          0.0416         0.517          0.5862         0.517          15.56          
1276     bat        0.0001041666667 0.4            0.6341666667   2.33458        0.08187        5.8222         15.56          0.0416         0.5193         0.5868         0.5193         15.56          
1277     bat        0.0001083333333 0.4            0.6341666667   2.33688        0.08187        5.823          15.56          0.0416         0.5216         0.5854         0.5216         15.56          
1278     bat        0.0001125      0.4            0.6341666667   2.33752        0.08187        5.8232         15.56          0.0416         0.5238         0.5858         0.5238         15.56          
1279     bat        0.0001166666667 0.4            0.6341666667   2.33816        0.08187        5.8234         15.56          0.0416         0.526          0.5861         0.526          15.56          
1280     bat        0.0001208333333 0.4            0.6341666667   2.33879        0.08187        5.8236         15.56          0.0416         0.5281         0.5863         0.5281         15.56          
1281     bat        0.000125       0.4            0.6341666667   2.33941        0.08187        5.8239         15.56          0.04021        0.5112         0.5315         0.5112         15.56          
1282     bat        0.0001291666667 0.4            0.6341666667   2.34003        0.08187        5.8242         15.56          0.04021        0.5132         0.5867         0.5132         15.56          
1283     bat        0.0001333333333 0.4            0.6341666667   2.34064        0.08187        5.8244         15.56          0.04021        0.5151         0.5867         0.5151         15.56          
1284     bat        0.0001375      0.4            0.6341666667   2.34128        0.08049        5.8247         15.56          0.04021        0.517          0.5867         0.517          15.56          
1285     bat        0.0001416666667 0.4            0.6341666667   2.3422         0.08049        5.825          15.56          0.04021        0.5188         0.5867         0.5188         15.56          
1286     bat        0.0001458333333 0.4            0.6341666667   2.3431         0.08049        5.8253         15.56          0.04021        0.5206         0.5866         0.5206         15.56          
1287     bat        0.00015        0.4            0.6341666667   2.34398        0.08049        5.8256         15.56          0.04021        0.5224         0.5865         0.5224         15.56          
1288     bat        0.0001         0.41           0.6341666667   2.33185        0.08326        5.8083         15.56          0.0416         0.517          0.5752         0.517          15.56          
1289     bat        0.0001041666667 0.41           0.6341666667   2.33225        0.08326        5.8084         15.56          0.0416         0.5193         0.5758         0.5193         15.56          
1290     bat        0.0001083333333 0.41           0.6341666667   2.33265        0.08326        5.8086         15.56          0.0416         0.5216         0.5763         0.5216         15.56          
1291     bat        0.0001125      0.41           0.6341666667   2.33336        0.08187        5.8089         15.56          0.0416         0.5238         0.5767         0.5238         15.56          
1292     bat        0.0001166666667 0.41           0.6341666667   2.33574        0.08187        5.8097         15.56          0.0416         0.526          0.5752         0.526          15.56          
1293     bat        0.0001208333333 0.41           0.6341666667   2.33643        0.08187        5.8099         15.56          0.0416         0.5281         0.5754         0.5281         15.56          
1294     bat        0.000125       0.41           0.6341666667   2.33711        0.08187        5.8102         15.56          0.0416         0.5302         0.5757         0.5302         15.56          
1295     bat        0.0001291666667 0.41           0.6341666667   2.33779        0.08187        5.8104         15.56          0.0416         0.5323         0.5758         0.5323         15.56          
1296     bat        0.0001333333333 0.41           0.6341666667   2.33845        0.08187        5.8107         15.56          0.0416         0.5324         0.5759         0.5324         15.56          
1297     bat        0.0001375      0.41           0.6341666667   2.33911        0.08187        5.811          15.56          0.04021        0.517          0.5759         0.517          15.56          
1298     bat        0.0001416666667 0.41           0.6341666667   2.33976        0.08187        5.8113         15.56          0.04021        0.5188         0.5759         0.5188         15.56          
1299     bat        0.0001458333333 0.41           0.6341666667   2.34054        0.08049        5.8116         15.56          0.04021        0.5206         0.5758         0.5206         15.56          
1300     bat        0.00015        0.41           0.6341666667   2.34148        0.08049        5.8119         15.56          0.04021        0.5224         0.5757         0.5224         15.56          
1301     bat        0.0001         0.42           0.6341666667   2.32802        0.08326        5.7938         15.56          0.04299        0.5354         0.5659         0.5354         15.56          
1302     bat        0.0001041666667 0.42           0.6341666667   2.3285         0.08326        5.794          15.56          0.04299        0.5378         0.5665         0.5378         15.56          
1303     bat        0.0001083333333 0.42           0.6341666667   2.33051        0.08326        5.7948         15.56          0.0416         0.5216         0.5652         0.5216         15.56          
1304     bat        0.0001125      0.42           0.6341666667   2.33096        0.08326        5.795          15.56          0.0416         0.5238         0.5656         0.5238         15.56          
1305     bat        0.0001166666667 0.42           0.6341666667   2.33152        0.08187        5.7952         15.56          0.0416         0.526          0.566          0.526          15.56          
1306     bat        0.0001208333333 0.42           0.6341666667   2.33231        0.08187        5.7955         15.56          0.0416         0.5281         0.5663         0.5281         15.56          
1307     bat        0.000125       0.42           0.6341666667   2.33308        0.08187        5.7957         15.56          0.0416         0.5302         0.5666         0.5302         15.56          
1308     bat        0.0001291666667 0.42           0.6341666667   2.33547        0.08187        5.7966         15.56          0.0416         0.5323         0.5648         0.5323         15.56          
1309     bat        0.0001333333333 0.42           0.6341666667   2.3362         0.08187        5.7968         15.56          0.0416         0.5343         0.5649         0.5343         15.56          
1310     bat        0.0001375      0.42           0.6341666667   2.33692        0.08187        5.7971         15.56          0.0416         0.5362         0.565          0.5362         15.56          
1311     bat        0.0001416666667 0.42           0.6341666667   2.33762        0.08187        5.7974         15.56          0.0416         0.5362         0.565          0.5362         15.56          
1312     bat        0.0001458333333 0.42           0.6341666667   2.33832        0.08187        5.7977         15.56          0.04021        0.5206         0.5649         0.5206         15.56          
1313     bat        0.00015        0.42           0.6341666667   2.339          0.08187        5.798          15.56          0.04021        0.5224         0.5648         0.5224         15.56          
1314     bat        0.0001         0.43           0.6341666667   2.32562        0.08326        5.7798         15.56          0.04299        0.5354         0.5546         0.5354         15.56          
1315     bat        0.0001041666667 0.43           0.6341666667   2.32615        0.08326        5.78           15.56          0.04299        0.5378         0.5552         0.5378         15.56          
1316     bat        0.0001083333333 0.43           0.6341666667   2.32669        0.08326        5.7802         15.56          0.04299        0.5402         0.5558         0.5402         15.56          
1317     bat        0.0001125      0.43           0.6341666667   2.32723        0.08326        5.7804         15.56          0.04299        0.5425         0.5563         0.5425         15.56          
1318     bat        0.0001166666667 0.43           0.6341666667   2.32931        0.08326        5.7812         15.56          0.0416         0.526          0.5548         0.526          15.56          
1319     bat        0.0001208333333 0.43           0.6341666667   2.32981        0.08326        5.7815         15.56          0.0416         0.5281         0.5551         0.5281         15.56          
1320     bat        0.000125       0.43           0.6341666667   2.33054        0.08187        5.7817         15.56          0.0416         0.5302         0.5554         0.5302         15.56          
1321     bat        0.0001291666667 0.43           0.6341666667   2.33136        0.08187        5.782          15.56          0.0416         0.5323         0.5555         0.5323         15.56          
1322     bat        0.0001333333333 0.43           0.6341666667   2.33218        0.08187        5.7823         15.56          0.0416         0.5343         0.5557         0.5343         15.56          
1323     bat        0.0001375      0.43           0.6341666667   2.33299        0.08187        5.7825         15.56          0.0416         0.5362         0.5558         0.5362         15.56          
1324     bat        0.0001416666667 0.43           0.6341666667   2.33379        0.08187        5.7828         15.56          0.0416         0.5382         0.5558         0.5382         15.56          
1325     bat        0.0001458333333 0.43           0.6341666667   2.33457        0.08187        5.7831         15.56          0.0416         0.5401         0.5557         0.5401         15.56          
1326     bat        0.00015        0.43           0.6341666667   2.33534        0.08187        5.7835         15.56          0.0416         0.5419         0.5557         0.5419         15.56          
1327     bat        0.0001         0.44           0.6341666667   2.32125        0.08326        5.7666         5.7666         0              0              0              0              0              
1328     bat        0.0001041666667 0.44           0.6341666667   2.32187        0.08326        5.7667         5.7667         0              0              0              0              0              
1329     bat        0.0001083333333 0.44           0.6341666667   2.32421        0.08326        5.7676         5.7676         0              0              0              0              0              
1330     bat        0.0001125      0.44           0.6341666667   2.3248         0.08326        5.7678         5.7678         0              0              0              0              0              
1331     bat        0.0001166666667 0.44           0.6341666667   2.3254         0.08326        5.768          5.768          0              0              0              0              0              
1332     bat        0.0001208333333 0.44           0.6341666667   2.32599        0.08326        5.7683         5.7683         0              0              0              0              0              
1333     bat        0.000125       0.44           0.6341666667   2.32813        0.08326        5.7691         5.7691         0              0              0              0              0              
1334     bat        0.0001291666667 0.44           0.6341666667   2.32869        0.08187        5.7694         5.7694         0              0              0              0              0              
1335     bat        0.0001333333333 0.44           0.6341666667   2.32957        0.08187        5.7697         5.7697         0              0              0              0              0              
1336     bat        0.0001375      0.44           0.6341666667   2.33043        0.08187        5.7699         5.7699         0              0              0              0              0              
1337     bat        0.0001416666667 0.44           0.6341666667   2.33129        0.08187        5.7702         5.7702         0              0              0              0              0              
1338     bat        0.0001458333333 0.44           0.6341666667   2.33214        0.08187        5.7705         5.7705         0              0              0              0              0              
1339     bat        0.00015        0.44           0.6341666667   2.33297        0.08187        5.7708         5.7708         0              0              0              0              0              
1340     bat        0.0001         0.45           0.6341666667   2.31641        0.08465        5.7647         5.7647         0              0              0              0              0              
1341     bat        0.0001041666667 0.45           0.6341666667   2.31834        0.08465        5.7655         5.7655         0              0              0              0              0              
1342     bat        0.0001083333333 0.45           0.6341666667   2.31897        0.08326        5.7657         5.7657         0              0              0              0              0              
1343     bat        0.0001125      0.45           0.6341666667   2.31965        0.08326        5.7659         5.7659         0              0              0              0              0              
1344     bat        0.0001166666667 0.45           0.6341666667   2.32206        0.08326        5.7667         5.7667         0              0              0              0              0              
1345     bat        0.0001208333333 0.45           0.6341666667   2.32271        0.08326        5.767          5.767          0              0              0              0              0              
1346     bat        0.000125       0.45           0.6341666667   2.32336        0.08326        5.7672         5.7672         0              0              0              0              0              
1347     bat        0.0001291666667 0.45           0.6341666667   2.32401        0.08326        5.7675         5.7675         0              0              0              0              0              
1348     bat        0.0001333333333 0.45           0.6341666667   2.32465        0.08326        5.7678         5.7678         0              0              0              0              0              
1349     bat        0.0001375      0.45           0.6341666667   2.32528        0.08326        5.7681         5.7681         0              0              0              0              0              
1350     bat        0.0001416666667 0.45           0.6341666667   2.32603        0.08187        5.7684         5.7684         0              0              0              0              0              
1351     bat        0.0001458333333 0.45           0.6341666667   2.32698        0.08187        5.7687         5.7687         0              0              0              0              0              
1352     bat        0.00015        0.45           0.6341666667   2.3279         0.08187        5.769          5.769          0              0              0              0              0              
1353     bat        0.0001         0.33           0.6423333333   2.35456        0.08049        5.9082         15.56          0.04021        0.4985         0.6459         0.4985         15.56          
1354     bat        0.0001041666667 0.33           0.6423333333   2.35508        0.08049        5.9084         15.56          0.03882        0.482          0.5776         0.482          15.56          
1355     bat        0.0001083333333 0.33           0.6423333333   2.3556         0.08049        5.9086         15.56          0.03882        0.4841         0.6466         0.4841         15.56          
1356     bat        0.0001125      0.33           0.6423333333   2.3561         0.08049        5.9088         15.56          0.03882        0.4862         0.6469         0.4862         15.56          
1357     bat        0.0001166666667 0.33           0.6423333333   2.35786        0.08049        5.9096         15.56          0.03882        0.4882         0.6451         0.4882         15.56          
1358     bat        0.0001208333333 0.33           0.6423333333   2.35862        0.0791         5.9098         15.56          0.03882        0.4901         0.6452         0.4901         15.56          
1359     bat        0.000125       0.33           0.6423333333   2.3594         0.0791         5.91           15.56          0.03882        0.4921         0.6452         0.4921         15.56          
1360     bat        0.0001291666667 0.33           0.6423333333   2.36017        0.0791         5.9103         15.56          0.03882        0.4939         0.6452         0.4939         15.56          
1361     bat        0.0001333333333 0.33           0.6423333333   2.36093        0.0791         5.9105         15.56          0.03882        0.4958         0.6451         0.4958         15.56          
1362     bat        0.0001375      0.33           0.6423333333   2.36166        0.0791         5.9108         15.56          0.03882        0.4976         0.645          0.4976         15.56          
1363     bat        0.0001416666667 0.33           0.6423333333   2.36102        0.0791         5.9106         15.56          0.03882        0.4993         0.6468         0.4993         15.56          
1364     bat        0.0001458333333 0.33           0.6423333333   2.36176        0.0791         5.9109         15.56          0.03743        0.4814         0.578          0.4814         15.56          
1365     bat        0.00015        0.33           0.6423333333   2.36248        0.0791         5.9111         15.56          0.03743        0.4831         0.6463         0.4831         15.56          
1366     bat        0.0001         0.34           0.6423333333   2.35211        0.08049        5.8954         15.56          0.04021        0.4985         0.6363         0.4985         15.56          
1367     bat        0.0001041666667 0.34           0.6423333333   2.35269        0.08049        5.8955         15.56          0.04021        0.5007         0.6367         0.5007         15.56          
1368     bat        0.0001083333333 0.34           0.6423333333   2.35327        0.08049        5.8958         15.56          0.04021        0.5029         0.637          0.5029         15.56          
1369     bat        0.0001125      0.34           0.6423333333   2.35384        0.08049        5.896          15.56          0.03882        0.4862         0.5706         0.4862         15.56          
1370     bat        0.0001166666667 0.34           0.6423333333   2.35441        0.08049        5.8962         15.56          0.03882        0.4882         0.6375         0.4882         15.56          
1371     bat        0.0001208333333 0.34           0.6423333333   2.35627        0.08049        5.897          15.56          0.03882        0.4901         0.6357         0.4901         15.56          
1372     bat        0.000125       0.34           0.6423333333   2.35682        0.0791         5.8972         15.56          0.03882        0.4921         0.6357         0.4921         15.56          
1373     bat        0.0001291666667 0.34           0.6423333333   2.35765        0.0791         5.8975         15.56          0.03882        0.4939         0.6357         0.4939         15.56          
1374     bat        0.0001333333333 0.34           0.6423333333   2.35847        0.0791         5.8977         15.56          0.03882        0.4958         0.6356         0.4958         15.56          
1375     bat        0.0001375      0.34           0.6423333333   2.35927        0.0791         5.898          15.56          0.03882        0.4976         0.6355         0.4976         15.56          
1376     bat        0.0001416666667 0.34           0.6423333333   2.35863        0.0791         5.8977         15.56          0.03882        0.4993         0.6374         0.4993         15.56          
1377     bat        0.0001458333333 0.34           0.6423333333   2.35943        0.0791         5.898          15.56          0.03882        0.5011         0.6372         0.5011         15.56          
1378     bat        0.00015        0.34           0.6423333333   2.36021        0.0791         5.8983         15.56          0.03882        0.5028         0.6369         0.5028         15.56          
1379     bat        0.0001         0.35           0.6423333333   2.34954        0.08049        5.8824         15.56          0.04021        0.4985         0.6264         0.4985         15.56          
1380     bat        0.0001041666667 0.35           0.6423333333   2.35018        0.08049        5.8826         15.56          0.04021        0.5007         0.6268         0.5007         15.56          
1381     bat        0.0001083333333 0.35           0.6423333333   2.35083        0.08049        5.8828         15.56          0.04021        0.5029         0.6272         0.5029         15.56          
1382     bat        0.0001125      0.35           0.6423333333   2.35146        0.08049        5.883          15.56          0.04021        0.505          0.6275         0.505          15.56          
1383     bat        0.0001166666667 0.35           0.6423333333   2.35209        0.08049        5.8832         15.56          0.04021        0.5071         0.6277         0.5071         15.56          
1384     bat        0.0001208333333 0.35           0.6423333333   2.35271        0.08049        5.8835         15.56          0.03882        0.4901         0.5631         0.4901         15.56          
1385     bat        0.000125       0.35           0.6423333333   2.35332        0.08049        5.8837         15.56          0.03882        0.4921         0.6279         0.4921         15.56          
1386     bat        0.0001291666667 0.35           0.6423333333   2.35391        0.08049        5.884          15.56          0.03882        0.4939         0.628          0.4939         15.56          
1387     bat        0.0001333333333 0.35           0.6423333333   2.3545         0.08049        5.8842         15.56          0.03882        0.4958         0.6279         0.4958         15.56          
1388     bat        0.0001375      0.35           0.6423333333   2.35521        0.0791         5.8845         15.56          0.03882        0.4976         0.6278         0.4976         15.56          
1389     bat        0.0001416666667 0.35           0.6423333333   2.3561         0.0791         5.8848         15.56          0.03882        0.4993         0.6277         0.4993         15.56          
1390     bat        0.0001458333333 0.35           0.6423333333   2.35697        0.0791         5.8851         15.56          0.03882        0.5011         0.6275         0.5011         15.56          
1391     bat        0.00015        0.35           0.6423333333   2.35782        0.0791         5.8853         15.56          0.03882        0.5028         0.6273         0.5028         15.56          
1392     bat        0.0001         0.36           0.6423333333   2.3458         0.08187        5.8688         15.56          0.04021        0.4985         0.6182         0.4985         15.56          
1393     bat        0.0001041666667 0.36           0.6423333333   2.34756        0.08049        5.8695         15.56          0.04021        0.5007         0.6168         0.5007         15.56          
1394     bat        0.0001083333333 0.36           0.6423333333   2.34827        0.08049        5.8697         15.56          0.04021        0.5029         0.6172         0.5029         15.56          
1395     bat        0.0001125      0.36           0.6423333333   2.34896        0.08049        5.8699         15.56          0.04021        0.505          0.6175         0.505          15.56          
1396     bat        0.0001166666667 0.36           0.6423333333   2.34965        0.08049        5.8702         15.56          0.04021        0.5071         0.6177         0.5071         15.56          
