%eval_id interface pd             po             co             fa             kd             tc             response_fn_1  response_fn_2  response_fn_3  response_fn_4  response_fn_5  response_fn_6  response_fn_7  response_fn_8  response_fn_9  
1416     bat        0.0006         0.273          5000           0.6423333333   23             2.333333333    5185.28418     0.59576        200.6396       15.56          0.11243        0.3964         31.5678        0.3964         15.56          
1417     bat        0.0001         0.311          5000           0.6423333333   23             2.333333333    5170.94775     0.59993        199.9772       15.56          0.11521        0.4111         31.2668        0.4111         15.56          
1418     bat        0.0002666666667 0.311          5000           0.6423333333   23             2.333333333    5172.03516     0.59854        199.9772       15.56          0.11382        0.4051         31.2662        0.4051         15.56          
1419     bat        0.0004333333333 0.311          5000           0.6423333333   23             2.333333333    5170.9458      0.59854        199.9772       15.56          0.11382        0.4103         31.2665        0.4103         15.56          
1420     bat        0.0006         0.311          5000           0.6423333333   23             2.333333333    5172.47803     0.59715        199.9772       15.56          0.11382        0.4138         31.2665        0.4138         15.56          
1421     bat        0.0001         0.349          5000           0.6423333333   23             2.333333333    5158.89893     0.60132        199.2771       15.56          0.1166         0.428          30.9471        0.428          15.56          
1422     bat        0.0002666666667 0.349          5000           0.6423333333   23             2.333333333    5156.91357     0.59993        199.2771       15.56          0.11521        0.4224         30.9468        0.4224         15.56          
1423     bat        0.0004333333333 0.349          5000           0.6423333333   23             2.333333333    5158.90039     0.59993        199.2771       15.56          0.11521        0.4281         30.9472        0.4281         15.56          
1424     bat        0.0006         0.349          5000           0.6423333333   23             2.333333333    5158.18652     0.59993        199.2771       15.56          0.11382        0.4138         30.9473        0.4138         15.56          
1425     bat        0.0001         0.235          8333.333333    0.6423333333   23             2.333333333    5016.74219     0.63187        192.3443       15.56          0.13187        0.6538         27.881         0.6538         15.56          
1426     bat        0.0002666666667 0.235          8333.333333    0.6423333333   23             2.333333333    5016.41455     0.63049        192.3444       15.56          0.13049        0.6558         27.881         0.6558         15.56          
1427     bat        0.0004333333333 0.235          8333.333333    0.6423333333   23             2.333333333    5018.04199     0.6291         192.3443       15.56          0.1291         0.6434         27.8815        0.6434         15.56          
1428     bat        0.0006         0.235          8333.333333    0.6423333333   23             2.333333333    5017.04004     0.6291         192.3442       15.56          0.1291         0.6517         27.8823        0.6517         15.56          
1429     bat        0.0001         0.273          8333.333333    0.6423333333   23             2.333333333    5001.51953     0.63465        191.6102       15.56          0.13326        0.678          27.5442        0.678          15.56          
1430     bat        0.0002666666667 0.273          8333.333333    0.6423333333   23             2.333333333    5001.19434     0.63187        191.6101       15.56          0.13187        0.6812         27.5449        0.6812         15.56          
1431     bat        0.0004333333333 0.273          8333.333333    0.6423333333   23             2.333333333    5002.78369     0.63187        191.6101       15.56          0.13049        0.669          27.5459        0.669          15.56          
1432     bat        0.0006         0.273          8333.333333    0.6423333333   23             2.333333333    5001.5166      0.63187        191.6102       15.56          0.13049        0.6779         27.5443        0.6779         15.56          
1433     bat        0.0001         0.311          8333.333333    0.6423333333   23             2.333333333    4986.00977     0.63604        190.8375       15.56          0.13326        0.678          27.1885        0.678          15.56          
1434     bat        0.0002666666667 0.311          8333.333333    0.6423333333   23             2.333333333    4987.08105     0.63465        190.8375       15.56          0.13187        0.6812         27.1901        0.6812         15.56          
1435     bat        0.0004333333333 0.311          8333.333333    0.6423333333   23             2.333333333    4986.55176     0.63465        190.8375       15.56          0.13187        0.6954         27.1888        0.6954         15.56          
1436     bat        0.0006         0.311          8333.333333    0.6423333333   23             2.333333333    4985.99414     0.63326        190.8374       15.56          0.13049        0.6779         27.1902        0.6779         15.56          
1437     bat        0.0001         0.349          8333.333333    0.6423333333   23             2.333333333    4969.41895     0.64021        190.0244       15.56          0.13465        0.7028         26.8147        0.7028         15.56          
1438     bat        0.0002666666667 0.349          8333.333333    0.6423333333   23             2.333333333    4971.35254     0.63743        190.0245       15.56          0.13326        0.7073         26.8146        0.7073         15.56          
1439     bat        0.0004333333333 0.349          8333.333333    0.6423333333   23             2.333333333    4970.08789     0.63743        190.0246       15.56          0.13187        0.6954         26.8137        0.6954         15.56          
1440     bat        0.0006         0.349          8333.333333    0.6423333333   23             2.333333333    4971.38672     0.63604        190.0246       15.56          0.13187        0.705          26.8127        0.705          15.56          
1441     bat        0.0001         0.235          11666.66667    0.6423333333   23             2.333333333    4884.66113     0.65965        185.7409       15.56          0.14576        0.9239         24.9297        0.9239         15.56          
1442     bat        0.0002666666667 0.235          11666.66667    0.6423333333   23             2.333333333    4885.87402     0.65688        185.7409       15.56          0.14299        0.9106         24.9295        0.9106         15.56          
1443     bat        0.0004333333333 0.235          11666.66667    0.6423333333   23             2.333333333    4884.20117     0.65549        185.7409       15.56          0.1416         0.9021         24.9313        0.9021         15.56          
1444     bat        0.0006         0.235          11666.66667    0.6423333333   23             2.333333333    4885.28613     0.65549        185.741        15.56          0.1416         0.9176         24.9308        0.9176         15.56          
1445     bat        0.0001         0.273          11666.66667    0.6423333333   23             2.333333333    4869.06055     0.66243        184.9468       15.56          0.14715        0.9543         24.5606        0.9543         15.56          
1446     bat        0.0002666666667 0.273          11666.66667    0.6423333333   23             2.333333333    4870.26074     0.65965        184.9468       15.56          0.14437        0.9426         24.5619        0.9426         15.56          
1447     bat        0.0004333333333 0.273          11666.66667    0.6423333333   23             2.333333333    4869.14355     0.65826        184.9468       15.56          0.14299        0.9348         24.5611        0.9348         15.56          
1448     bat        0.0006         0.273          11666.66667    0.6423333333   23             2.333333333    4869.38574     0.65826        184.9469       15.56          0.14299        0.9513         24.561         0.9513         15.56          
1449     bat        0.0001         0.311          11666.66667    0.6423333333   23             2.333333333    4853.02832     0.66521        184.115        15.56          0.14715        0.9543         24.1711        0.9543         15.56          
1450     bat        0.0002666666667 0.311          11666.66667    0.6423333333   23             2.333333333    4853.93115     0.66243        184.1151       15.56          0.14576        0.9752         24.1706        0.9752         15.56          
1451     bat        0.0004333333333 0.311          11666.66667    0.6423333333   23             2.333333333    4852.72461     0.66104        184.1151       15.56          0.14437        0.9683         24.1706        0.9683         15.56          
1452     bat        0.0006         0.311          11666.66667    0.6423333333   23             2.333333333    4853.05957     0.66104        184.1151       15.56          0.14299        0.9513         24.171         0.9513         15.56          
1453     bat        0.0001         0.349          11666.66667    0.6423333333   23             2.333333333    4836.59375     0.66799        183.2421       15.56          0.14854        0.9852         23.7593        0.9852         15.56          
1454     bat        0.0002666666667 0.349          11666.66667    0.6423333333   23             2.333333333    4835.85352     0.66521        183.2421       15.56          0.14576        0.9752         23.7604        0.9752         15.56          
1455     bat        0.0004333333333 0.349          11666.66667    0.6423333333   23             2.333333333    4835.17236     0.66521        183.2421       15.56          0.14576        1.0026         23.7612        1.0026         15.56          
1456     bat        0.0006         0.349          11666.66667    0.6423333333   23             2.333333333    4836.33643     0.66382        183.2422       15.56          0.14437        0.9859         23.7587        0.9859         15.56          
1457     bat        0.0001         0.235          15000          0.6423333333   23             2.333333333    4783.12988     0.68187        180.5086       15.56          0.15687        1.1832         22.5704        1.1832         15.56          
1458     bat        0.0002666666667 0.235          15000          0.6423333333   23             2.333333333    4783.0127      0.6791         180.5087       15.56          0.1541         1.1862         22.5707        1.1862         15.56          
1459     bat        0.0004333333333 0.235          15000          0.6423333333   23             2.333333333    4783.02832     0.67771        180.5088       15.56          0.15271        1.1857         22.5706        1.1857         15.56          
1460     bat        0.0006         0.235          15000          0.6423333333   23             2.333333333    4781.37598     0.67771        180.5088       15.56          0.15132        1.1714         22.5723        1.1714         15.56          
1461     bat        0.0001         0.273          15000          0.6423333333   23             2.333333333    4765.4917      0.68465        179.6826       15.56          0.15826        1.2182         22.1794        1.2182         15.56          
1462     bat        0.0002666666667 0.273          15000          0.6423333333   23             2.333333333    4767.08301     0.68187        179.6828       15.56          0.15549        1.2238         22.1782        1.2238         15.56          
1463     bat        0.0004333333333 0.273          15000          0.6423333333   23             2.333333333    4767.08789     0.68049        179.6828       15.56          0.1541         1.2247         22.1792        1.2247         15.56          
1464     bat        0.0006         0.273          15000          0.6423333333   23             2.333333333    4765.42578     0.68049        179.6829       15.56          0.15271        1.2109         22.1776        1.2109         15.56          
1465     bat        0.0001         0.311          15000          0.6423333333   23             2.333333333    4749.18652     0.68882        178.8201       15.56          0.15965        1.2536         21.7634        1.2536         15.56          
1466     bat        0.0002666666667 0.311          15000          0.6423333333   23             2.333333333    4749.10645     0.68465        178.8201       15.56          0.15549        1.2238         21.7643        1.2238         15.56          
1467     bat        0.0004333333333 0.311          15000          0.6423333333   23             2.333333333    4749.09082     0.68326        178.8199       15.56          0.1541         1.2247         21.7665        1.2247         15.56          
1468     bat        0.0006         0.311          15000          0.6423333333   23             2.333333333    4749.44238     0.68326        178.8201       15.56          0.1541         1.2513         21.7657        1.2513         15.56          
1469     bat        0.0001         0.349          15000          0.6423333333   23             2.333333333    4733.09424     0.6916         177.918        15.56          0.16104        1.2896         21.3312        1.2896         15.56          
1470     bat        0.0002666666667 0.349          15000          0.6423333333   23             2.333333333    4732.32617     0.68882        177.9181       15.56          0.15687        1.262          21.331         1.262          15.56          
1471     bat        0.0004333333333 0.349          15000          0.6423333333   23             2.333333333    4732.07471     0.68743        177.9182       15.56          0.15549        1.2643         21.3305        1.2643         15.56          
1472     bat        0.0006         0.349          15000          0.6423333333   23             2.333333333    4732.88721     0.68604        177.9182       15.56          0.15549        1.2925         21.3304        1.2925         15.56          
1473     bat        0.0001         0.235          5000           0.675          23             2.333333333    5136.80957     0.60132        198.2283       15.56          0.11382        0.3947         30.4185        0.3947         15.56          
1474     bat        0.0002666666667 0.235          5000           0.675          23             2.333333333    5138.21631     0.59993        198.2283       15.56          0.11243        0.3884         30.4189        0.3884         15.56          
1475     bat        0.0004333333333 0.235          5000           0.675          23             2.333333333    5137.15918     0.59993        198.2283       15.56          0.11243        0.3932         30.4189        0.3932         15.56          
1476     bat        0.0006         0.235          5000           0.675          23             2.333333333    5136.45361     0.59993        198.2283       15.56          0.11243        0.3964         30.4187        0.3964         15.56          
1477     bat        0.0001         0.273          5000           0.675          23             2.333333333    5125.21582     0.60271        197.6345       15.56          0.11382        0.3947         30.1488        0.3947         15.56          
1478     bat        0.0002666666667 0.273          5000           0.675          23             2.333333333    5124.33008     0.60271        197.6345       15.56          0.11382        0.4051         30.1479        0.4051         15.56          
1479     bat        0.0004333333333 0.273          5000           0.675          23             2.333333333    5125.22363     0.60132        197.6345       15.56          0.11243        0.3932         30.148         0.3932         15.56          
1480     bat        0.0006         0.273          5000           0.675          23             2.333333333    5126.08789     0.60132        197.6345       15.56          0.11243        0.3964         30.1479        0.3964         15.56          
1481     bat        0.0001         0.311          5000           0.675          23             2.333333333    5112.52783     0.60549        197.0088       15.56          0.11521        0.4111         29.862         0.4111         15.56          
1482     bat        0.0002666666667 0.311          5000           0.675          23             2.333333333    5113.57031     0.6041         197.0088       15.56          0.11382        0.4051         29.8614        0.4051         15.56          
1483     bat        0.0004333333333 0.311          5000           0.675          23             2.333333333    5112.52588     0.6041         197.0088       15.56          0.11382        0.4103         29.8616        0.4103         15.56          
1484     bat        0.0006         0.311          5000           0.675          23             2.333333333    5111.82617     0.6041         197.0088       15.56          0.11382        0.4138         29.8616        0.4138         15.56          
1485     bat        0.0001         0.349          5000           0.675          23             2.333333333    5098.0498      0.60688        196.3471       15.56          0.1166         0.428          29.558         0.428          15.56          
1486     bat        0.0002666666667 0.349          5000           0.675          23             2.333333333    5098.71924     0.60688        196.3471       15.56          0.11521        0.4224         29.5577        0.4224         15.56          
1487     bat        0.0004333333333 0.349          5000           0.675          23             2.333333333    5098.04883     0.60549        196.3471       15.56          0.11521        0.4281         29.5581        0.4281         15.56          
1488     bat        0.0006         0.349          5000           0.675          23             2.333333333    5100.01074     0.60549        196.3471       15.56          0.11382        0.4138         29.5582        0.4138         15.56          
1489     bat        0.0001         0.235          8333.333333    0.675          23             2.333333333    4965.7998      0.63743        189.7898       15.56          0.13187        0.6538         26.6449        0.6538         15.56          
1490     bat        0.0002666666667 0.235          8333.333333    0.675          23             2.333333333    4965.48291     0.63604        189.7898       15.56          0.13049        0.6558         26.6449        0.6558         15.56          
1491     bat        0.0004333333333 0.235          8333.333333    0.675          23             2.333333333    4967.05908     0.63465        189.7897       15.56          0.1291         0.6434         26.6454        0.6434         15.56          
1492     bat        0.0006         0.235          8333.333333    0.675          23             2.333333333    4966.09033     0.63465        189.7897       15.56          0.1291         0.6517         26.6463        0.6517         15.56          
1493     bat        0.0001         0.273          8333.333333    0.675          23             2.333333333    4952.04102     0.63882        189.0949       15.56          0.13326        0.678          26.324         0.678          15.56          
1494     bat        0.0002666666667 0.273          8333.333333    0.675          23             2.333333333    4953.10303     0.63743        189.0948       15.56          0.13187        0.6812         26.3247        0.6812         15.56          
1495     bat        0.0004333333333 0.273          8333.333333    0.675          23             2.333333333    4952.479       0.63743        189.0947       15.56          0.13049        0.669          26.3257        0.669          15.56          
1496     bat        0.0006         0.273          8333.333333    0.675          23             2.333333333    4952.03857     0.63604        189.0949       15.56          0.13049        0.6779         26.3241        0.6779         15.56          
1497     bat        0.0001         0.311          8333.333333    0.675          23             2.333333333    4939.07422     0.6416         188.365        15.56          0.13326        0.678          25.9849        0.678          15.56          
1498     bat        0.0002666666667 0.311          8333.333333    0.675          23             2.333333333    4939.11133     0.64021        188.3648       15.56          0.13187        0.6812         25.9865        0.6812         15.56          
1499     bat        0.0004333333333 0.311          8333.333333    0.675          23             2.333333333    4937.28174     0.64021        188.365        15.56          0.13187        0.6954         25.9852        0.6954         15.56          
1500     bat        0.0006         0.311          8333.333333    0.675          23             2.333333333    4939.03906     0.63882        188.3648       15.56          0.13049        0.6779         25.9866        0.6779         15.56          
1501     bat        0.0001         0.349          8333.333333    0.675          23             2.333333333    4923.87793     0.64438        187.5963       15.56          0.13465        0.7028         25.6285        0.7028         15.56          
1502     bat        0.0002666666667 0.349          8333.333333    0.675          23             2.333333333    4923.65527     0.64299        187.5964       15.56          0.13326        0.7073         25.6285        0.7073         15.56          
1503     bat        0.0004333333333 0.349          8333.333333    0.675          23             2.333333333    4922.07129     0.6416         187.5964       15.56          0.13187        0.6954         25.6276        0.6954         15.56          
1504     bat        0.0006         0.349          8333.333333    0.675          23             2.333333333    4923.65088     0.6416         187.5965       15.56          0.13187        0.705          25.6265        0.705          15.56          
1505     bat        0.0001         0.235          11666.66667    0.675          23             2.333333333    4843.32959     0.66382        183.542        15.56          0.14576        0.9239         23.834         0.9239         15.56          
1506     bat        0.0002666666667 0.235          11666.66667    0.675          23             2.333333333    4841.64746     0.66243        183.5421       15.56          0.14299        0.9106         23.8338        0.9106         15.56          
1507     bat        0.0004333333333 0.235          11666.66667    0.675          23             2.333333333    4842.46973     0.66104        183.5419       15.56          0.1416         0.9021         23.8356        0.9021         15.56          
1508     bat        0.0006         0.235          11666.66667    0.675          23             2.333333333    4841.88965     0.65965        183.542        15.56          0.1416         0.9176         23.835         0.9176         15.56          
1509     bat        0.0001         0.273          11666.66667    0.675          23             2.333333333    4828.77637     0.6666         182.7917       15.56          0.14715        0.9543         23.4814        0.9543         15.56          
1510     bat        0.0002666666667 0.273          11666.66667    0.675          23             2.333333333    4827.09229     0.66521        182.7917       15.56          0.14437        0.9426         23.4826        0.9426         15.56          
1511     bat        0.0004333333333 0.273          11666.66667    0.675          23             2.333333333    4827.7002      0.66382        182.7918       15.56          0.14299        0.9348         23.4819        0.9348         15.56          
1512     bat        0.0006         0.273          11666.66667    0.675          23             2.333333333    4828.35059     0.66243        182.7918       15.56          0.14299        0.9513         23.4818        0.9513         15.56          
1513     bat        0.0001         0.311          11666.66667    0.675          23             2.333333333    4813.20508     0.66938        182.0042       15.56          0.14715        0.9543         23.1091        0.9543         15.56          
1514     bat        0.0002666666667 0.311          11666.66667    0.675          23             2.333333333    4811.58398     0.66799        182.0043       15.56          0.14576        0.9752         23.1086        0.9752         15.56          
1515     bat        0.0004333333333 0.311          11666.66667    0.675          23             2.333333333    4812.16504     0.6666         182.0043       15.56          0.14437        0.9683         23.1086        0.9683         15.56          
1516     bat        0.0006         0.311          11666.66667    0.675          23             2.333333333    4813.2207      0.66521        182.0043       15.56          0.14299        0.9513         23.109         0.9513         15.56          
1517     bat        0.0001         0.349          11666.66667    0.675          23             2.333333333    4796.27295     0.67215        181.1772       15.56          0.14854        0.9852         22.7153        0.9852         15.56          
1518     bat        0.0002666666667 0.349          11666.66667    0.675          23             2.333333333    4795.74512     0.67076        181.1771       15.56          0.14576        0.9752         22.7165        0.9752         15.56          
1519     bat        0.0004333333333 0.349          11666.66667    0.675          23             2.333333333    4796.30664     0.66938        181.1772       15.56          0.14576        1.0026         22.7173        1.0026         15.56          
1520     bat        0.0006         0.349          11666.66667    0.675          23             2.333333333    4797.06934     0.66799        181.1774       15.56          0.14437        0.9859         22.7147        0.9859         15.56          
1521     bat        0.0001         0.235          15000          0.675          23             2.333333333    4746.2832      0.68604        178.5896       15.56          0.15687        1.1832         21.5822        1.1832         15.56          
1522     bat        0.0002666666667 0.235          15000          0.675          23             2.333333333    4746.8125      0.68326        178.5897       15.56          0.1541         1.1862         21.5825        1.1862         15.56          
1523     bat        0.0004333333333 0.235          15000          0.675          23             2.333333333    4746.82227     0.68187        178.5898       15.56          0.15271        1.1857         21.5824        1.1857         15.56          
1524     bat        0.0006         0.235          15000          0.675          23             2.333333333    4745.39111     0.68187        178.5898       15.56          0.15132        1.1714         21.5841        1.1714         15.56          
1525     bat        0.0001         0.273          15000          0.675          23             2.333333333    4729.9707      0.69021        177.8079       15.56          0.15826        1.2182         21.2078        1.2182         15.56          
1526     bat        0.0002666666667 0.273          15000          0.675          23             2.333333333    4731.62402     0.68604        177.808        15.56          0.15549        1.2238         21.2067        1.2238         15.56          
1527     bat        0.0004333333333 0.273          15000          0.675          23             2.333333333    4731.62891     0.68465        177.8081       15.56          0.1541         1.2247         21.2077        1.2247         15.56          
1528     bat        0.0006         0.273          15000          0.675          23             2.333333333    4730.2998      0.68465        177.8082       15.56          0.15271        1.2109         21.2061        1.2109         15.56          
1529     bat        0.0001         0.311          15000          0.675          23             2.333333333    4714.70215     0.69299        176.9907       15.56          0.15965        1.2536         20.8092        1.2536         15.56          
1530     bat        0.0002666666667 0.311          15000          0.675          23             2.333333333    4715.03613     0.68882        176.9908       15.56          0.15549        1.2238         20.8102        1.2238         15.56          
1531     bat        0.0004333333333 0.311          15000          0.675          23             2.333333333    4715.02637     0.68743        176.9908       15.56          0.1541         1.2247         20.8123        1.2247         15.56          
1532     bat        0.0006         0.311          15000          0.675          23             2.333333333    4715.02246     0.68743        176.9909       15.56          0.1541         1.2513         20.8115        1.2513         15.56          
1533     bat        0.0001         0.349          15000          0.675          23             2.333333333    4699.79492     0.69576        176.1368       15.56          0.16104        1.2896         20.3951        1.2896         15.56          
1534     bat        0.0002666666667 0.349          15000          0.675          23             2.333333333    4699.04785     0.69299        176.1369       15.56          0.15687        1.262          20.3949        1.262          15.56          
1535     bat        0.0004333333333 0.349          15000          0.675          23             2.333333333    4698.80322     0.6916         176.137        15.56          0.15549        1.2643         20.3944        1.2643         15.56          
1536     bat        0.0006         0.349          15000          0.675          23             2.333333333    4699.59766     0.69021        176.137        15.56          0.15549        1.2925         20.3943        1.2925         15.56          
1537     bat        0.0001         0.235          5000           0.577          44.5           2.333333333    7287.11963     0.40688        282.7681       15.56          0.05965        0.3962         35.1306        0.3962         15.56          
1538     bat        0.0002666666667 0.235          5000           0.577          44.5           2.333333333    7286.1582      0.40549        282.7681       15.56          0.05826        0.3749         35.1314        0.3749         15.56          
1539     bat        0.0004333333333 0.235          5000           0.577          44.5           2.333333333    7289.84521     0.40549        282.7681       15.56          0.05826        0.3793         35.1299        0.3793         15.56          
1540     bat        0.0006         0.235          5000           0.577          44.5           2.333333333    7289.68848     0.40549        282.7681       15.56          0.05826        0.3822         35.1298        0.3822         15.56          
1541     bat        0.0001         0.273          5000           0.577          44.5           2.333333333    7267.17822     0.40826        281.8738       15.56          0.05965        0.3962         34.8105        0.3962         15.56          
1542     bat        0.0002666666667 0.273          5000           0.577          44.5           2.333333333    7265.80225     0.40688        281.8738       15.56          0.05965        0.4066         34.8116        0.4066         15.56          
1543     bat        0.0004333333333 0.273          5000           0.577          44.5           2.333333333    7269.6748      0.40688        281.8738       15.56          0.05826        0.3793         34.8102        0.3793         15.56          
1544     bat        0.0006         0.273          5000           0.577          44.5           2.333333333    7269.72754     0.40688        281.8738       15.56          0.05826        0.3822         34.8102        0.3822         15.56          
1545     bat        0.0001         0.311          5000           0.577          44.5           2.333333333    7246.39258     0.40965        280.9314       15.56          0.05965        0.3962         34.4724        0.3962         15.56          
1546     bat        0.0002666666667 0.311          5000           0.577          44.5           2.333333333    7244.49707     0.40965        280.9314       15.56          0.05965        0.4066         34.4738        0.4066         15.56          
1547     bat        0.0004333333333 0.311          5000           0.577          44.5           2.333333333    7248.03418     0.40826        280.9314       15.56          0.05965        0.4119         34.4725        0.4119         15.56          
1548     bat        0.0006         0.311          5000           0.577          44.5           2.333333333    7248.89355     0.40826        280.9314       15.56          0.05965        0.4153         34.4726        0.4153         15.56          
1549     bat        0.0001         0.349          5000           0.577          44.5           2.333333333    7225.46582     0.41104        279.9358       15.56          0.06104        0.4285         34.1178        0.4285         15.56          
1550     bat        0.0002666666667 0.349          5000           0.577          44.5           2.333333333    7222.98242     0.41104        279.9359       15.56          0.05965        0.4066         34.1162        0.4066         15.56          
1551     bat        0.0004333333333 0.349          5000           0.577          44.5           2.333333333    7222.30176     0.41104        279.9357       15.56          0.05965        0.4119         34.1185        0.4119         15.56          
1552     bat        0.0006         0.349          5000           0.577          44.5           2.333333333    7223.35449     0.40965        279.9357       15.56          0.05965        0.4153         34.1187        0.4153         15.56          
1553     bat        0.0001         0.235          8333.333333    0.577          44.5           2.333333333    7005.86035     0.43049        270.0818       15.56          0.06799        0.6229         30.6848        0.6229         15.56          
1554     bat        0.0002666666667 0.235          8333.333333    0.577          44.5           2.333333333    7002.91113     0.43049        270.0815       15.56          0.06799        0.6479         30.6881        0.6479         15.56          
1555     bat        0.0004333333333 0.235          8333.333333    0.577          44.5           2.333333333    7006.94678     0.4291         270.0817       15.56          0.06799        0.6607         30.6865        0.6607         15.56          
1556     bat        0.0006         0.235          8333.333333    0.577          44.5           2.333333333    7005.8501      0.4291         270.0818       15.56          0.0666         0.6199         30.6851        0.6199         15.56          
1557     bat        0.0001         0.273          8333.333333    0.577          44.5           2.333333333    6983.27637     0.43187        269.0388       15.56          0.06938        0.6686         30.312         0.6686         15.56          
1558     bat        0.0002666666667 0.273          8333.333333    0.577          44.5           2.333333333    6981.0752      0.43187        269.0388       15.56          0.06799        0.6479         30.3112        0.6479         15.56          
1559     bat        0.0004333333333 0.273          8333.333333    0.577          44.5           2.333333333    6981.32324     0.43049        269.0388       15.56          0.06799        0.6607         30.31          0.6607         15.56          
1560     bat        0.0006         0.273          8333.333333    0.577          44.5           2.333333333    6983.27148     0.43049        269.0388       15.56          0.06799        0.6693         30.3139        0.6693         15.56          
1561     bat        0.0001         0.311          8333.333333    0.577          44.5           2.333333333    6956.5293      0.43465        267.942        15.56          0.06938        0.6686         29.9186        0.6686         15.56          
1562     bat        0.0002666666667 0.311          8333.333333    0.577          44.5           2.333333333    6958.76416     0.43326        267.942        15.56          0.06938        0.6972         29.9188        0.6972         15.56          
1563     bat        0.0004333333333 0.311          8333.333333    0.577          44.5           2.333333333    6957.11035     0.43326        267.9421       15.56          0.06799        0.6607         29.918         0.6607         15.56          
1564     bat        0.0006         0.311          8333.333333    0.577          44.5           2.333333333    6956.00488     0.43326        267.9422       15.56          0.06799        0.6693         29.917         0.6693         15.56          
1565     bat        0.0001         0.349          8333.333333    0.577          44.5           2.333333333    6932.82666     0.43604        266.7883       15.56          0.07076        0.7167         29.4978        0.7167         15.56          
1566     bat        0.0002666666667 0.349          8333.333333    0.577          44.5           2.333333333    6933.19336     0.43465        266.7884       15.56          0.06938        0.6972         29.4988        0.6972         15.56          
1567     bat        0.0004333333333 0.349          8333.333333    0.577          44.5           2.333333333    6933.38379     0.43465        266.7884       15.56          0.06938        0.7119         29.4983        0.7119         15.56          
1568     bat        0.0006         0.349          8333.333333    0.577          44.5           2.333333333    6932.27832     0.43465        266.7884       15.56          0.06799        0.6693         29.4976        0.6693         15.56          
1569     bat        0.0001         0.235          11666.66667    0.577          44.5           2.333333333    6800.68896     0.44854        260.7206       15.56          0.07632        0.9323         27.4022        0.9323         15.56          
1570     bat        0.0002666666667 0.235          11666.66667    0.577          44.5           2.333333333    6797.28271     0.44715        260.7206       15.56          0.07493        0.9215         27.4038        0.9215         15.56          
1571     bat        0.0004333333333 0.235          11666.66667    0.577          44.5           2.333333333    6800.27441     0.44715        260.7206       15.56          0.07354        0.8831         27.4031        0.8831         15.56          
1572     bat        0.0006         0.235          11666.66667    0.577          44.5           2.333333333    6798.72363     0.44715        260.7207       15.56          0.07354        0.8979         27.3999        0.8979         15.56          
1573     bat        0.0001         0.273          11666.66667    0.577          44.5           2.333333333    6773.98682     0.45132        259.5985       15.56          0.07632        0.9323         26.9932        0.9323         15.56          
1574     bat        0.0002666666667 0.273          11666.66667    0.577          44.5           2.333333333    6774.50879     0.44993        259.5987       15.56          0.07493        0.9215         26.99          0.9215         15.56          
1575     bat        0.0004333333333 0.273          11666.66667    0.577          44.5           2.333333333    6774.95215     0.44854        259.5987       15.56          0.07493        0.9461         26.9899        0.9461         15.56          
1576     bat        0.0006         0.273          11666.66667    0.577          44.5           2.333333333    6776.56738     0.44854        259.5986       15.56          0.07354        0.8979         26.9936        0.8979         15.56          
1577     bat        0.0001         0.311          11666.66667    0.577          44.5           2.333333333    6750.62354     0.45271        258.4222       15.56          0.07632        0.9323         26.5622        0.9323         15.56          
1578     bat        0.0002666666667 0.311          11666.66667    0.577          44.5           2.333333333    6751.12646     0.45132        258.4222       15.56          0.07493        0.9215         26.5604        0.9215         15.56          
1579     bat        0.0004333333333 0.311          11666.66667    0.577          44.5           2.333333333    6749.12305     0.45132        258.4222       15.56          0.07493        0.9461         26.561         0.9461         15.56          
1580     bat        0.0006         0.311          11666.66667    0.577          44.5           2.333333333    6748.10254     0.45132        258.4222       15.56          0.07493        0.9629         26.5653        0.9629         15.56          
1581     bat        0.0001         0.349          11666.66667    0.577          44.5           2.333333333    6721.56885     0.45549        257.1895       15.56          0.07771        0.9919         26.107         0.9919         15.56          
1582     bat        0.0002666666667 0.349          11666.66667    0.577          44.5           2.333333333    6722.08398     0.4541         257.1895       15.56          0.07632        0.9845         26.1068        0.9845         15.56          
1583     bat        0.0004333333333 0.349          11666.66667    0.577          44.5           2.333333333    6723.4585      0.45271        257.1895       15.56          0.07493        0.9461         26.1082        0.9461         15.56          
1584     bat        0.0006         0.349          11666.66667    0.577          44.5           2.333333333    6723.59082     0.45271        257.1895       15.56          0.07493        0.9629         26.1063        0.9629         15.56          
1585     bat        0.0001         0.235          15000          0.577          44.5           2.333333333    6640.79932     0.46382        253.3334       15.56          0.08187        1.1837         24.7868        1.1837         15.56          
1586     bat        0.0002666666667 0.235          15000          0.577          44.5           2.333333333    6640.34863     0.46243        253.3334       15.56          0.08049        1.1891         24.786         1.1891         15.56          
1587     bat        0.0004333333333 0.235          15000          0.577          44.5           2.333333333    6637.9502      0.46243        253.3335       15.56          0.0791         1.1528         24.787         1.1528         15.56          
1588     bat        0.0006         0.235          15000          0.577          44.5           2.333333333    6640.95068     0.46104        253.3335       15.56          0.0791         1.1767         24.7893        1.1767         15.56          
1589     bat        0.0001         0.273          15000          0.577          44.5           2.333333333    6613.8418      0.4666         252.1707       15.56          0.08187        1.1837         24.3589        1.1837         15.56          
1590     bat        0.0002666666667 0.273          15000          0.577          44.5           2.333333333    6613.11523     0.46521        252.1715       15.56          0.08049        1.1891         24.3532        1.1891         15.56          
